iter	Logloss
553	0.0002417984605
554	0.0002418043216
555	0.000241805166
556	0.0002418022354
557	0.0002417966972
558	0.0002417988082
559	0.0002417988578
560	0.0002417906125
561	0.0002417889982
562	0.0002417990317
563	0.0002417973677
564	0.0002417955299
565	0.0002417874088
566	0.0002417927484
567	0.0002417925497
568	0.0002417863905
569	0.0002417858938
570	0.0002417758107
571	0.0002417765061
572	0.0002417744448
573	0.0002417782446
574	0.0002417676151
575	0.0002417739729
576	0.0002417643617
577	0.0002417759349
578	0.0002417678138
579	0.0002417740722
580	0.0002417740722
581	0.0002417636414
582	0.0002417682111
583	0.0002417598913
584	0.0002417598913
585	0.00024176009
586	0.00024176009
587	0.0002417592704
588	0.0002417562405
589	0.0002417477469
590	0.0002417477469
591	0.0002417389055
592	0.0002417389055
593	0.0002417453875
594	0.0002417440464
595	0.0002417443693
596	0.0002417321006
597	0.0002417383095
598	0.0002417411407
599	0.0002417331437
600	0.0002417328954
601	0.0002417272826
602	0.0002417393774
603	0.000241738235
604	0.0002417364468
605	0.0002417336901
606	0.0002417336901
607	0.0002417334169
608	0.0002417306105
609	0.0002417371919
610	0.0002417263389
611	0.0002417293191
612	0.0002417184412
613	0.0002417131265
614	0.0002417241037
615	0.0002417204032
616	0.0002417094012
617	0.000241710494
618	0.0002417136729
619	0.0002417136729
620	0.000241714865
621	0.0002417136729
622	0.0002417136729
623	0.0002417102456
624	0.0002417035401
625	0.0002417016278
626	0.0002417091032
627	0.0002417029937
628	0.0002417035898
629	0.000241705055
630	0.0002416986724
631	0.0002417039623
632	0.0002417028447
633	0.0002417017023
634	0.0002416933328
635	0.0002416994919
636	0.0002417039871
637	0.0002416753272
638	0.0002416718254
639	0.0002416815609
640	0.0002416708569
641	0.0002416708569
642	0.0002416784565
643	0.0002416723967
644	0.0002416676283
645	0.0002416676283
646	0.0002416705588
647	0.000241668274
648	0.0002416743835
649	0.0002416743835
650	0.0002416563282
651	0.0002416680257
652	0.0002416579674
653	0.0002416663369
654	0.0002416646977
655	0.0002416534225
656	0.0002416586379
657	0.0002416639775
658	0.0002416578929
659	0.0002416555583
660	0.0002416613698
661	0.0002416566759
662	0.0002416509887
663	0.0002416509887
664	0.0002416605254
665	0.0002416566014
666	0.000241659383
667	0.0002416522304
668	0.0002416576197
669	0.0002416466177
670	0.000241642644
671	0.000241644457
672	0.0002416331569
673	0.000241640384
674	0.0002416385959
675	0.0002416430165
676	0.0002416385214
677	0.000241644606
678	0.0002416369319
679	0.0002416324615
680	0.0002416337033
681	0.0002416357646
682	0.0002416287363
683	0.0002416344235
684	0.0002416242162
685	0.0002416376273
686	0.0002416270475
687	0.0002416268984
688	0.000241626973
689	0.0002416136861
690	0.0002416309466
691	0.0002416227758
692	0.0002416213602
693	0.0002416196465
694	0.0002416196465
695	0.000241616865
696	0.0002416194975
697	0.0002416105568
698	0.0002416093896
699	0.0002416173369
700	0.0002416138848
701	0.0002416138848
702	0.0002416141083
703	0.0002416110535
704	0.0002416102588
705	0.0002416025102
706	0.0002416026096
707	0.0002416034788
708	0.0002416008463
709	0.0002415944139
710	0.0002416039507
711	0.0002416039507
712	0.0002415978412
713	0.0002416006227
714	0.0002416006227
715	0.0002416062355
716	0.00024159501
717	0.000241595457
718	0.0002415901174
719	0.0002415903161
720	0.0002415818721
721	0.0002415819963
722	0.0002415819963
723	0.0002415817231
724	0.0002415828904
725	0.0002415772527
726	0.0002415814996
727	0.0002415788919
728	0.0002415720622
729	0.0002415750424
730	0.0002415721118
731	0.0002415735026
732	0.0002415795873
733	0.0002415790657
734	0.0002415728569
735	0.000241572534
736	0.0002415744464
737	0.0002415625254
738	0.0002415640155
739	0.0002415706962
740	0.000241570423
741	0.0002415744464
742	0.0002415590982
743	0.0002415671448
744	0.0002415635685
745	0.0002415635685
746	0.0002415653318
747	0.0002415552735
748	0.0002415560186
749	0.0002415560186
750	0.0002415598929
751	0.0002415622274
752	0.0002415701002
753	0.000241565009
754	0.0002415504307
755	0.0002415555964
756	0.0002415523926
757	0.0002415558199
758	0.0002415455878
759	0.0002415455878
760	0.0002415361752
761	0.0002415350576
762	0.0002415350576
763	0.0002415449669
764	0.0002415449669
765	0.0002415392051
766	0.0002415404717
767	0.0002415369948
768	0.0002415408194
769	0.0002415332446
770	0.0002415344119
771	0.0002415246765
772	0.0002415246765
773	0.0002415384601
774	0.0002415384601
775	0.0002415329715
776	0.0002415258437
777	0.0002415152888
778	0.000241526713
779	0.0002415251732
780	0.0002415251732
781	0.0002415109177
782	0.0002415251484
783	0.0002415189147
784	0.0002415189147
785	0.0002415086826
786	0.0002415152888
787	0.0002415152888
788	0.0002415136745
789	0.0002415094276
790	0.0002415124079
791	0.0002415153881
792	0.0002415139228
793	0.0002415123582
794	0.0002415103217
795	0.0002415079872
796	0.0002414981027
797	0.0002414919933
798	0.0002414919933
799	0.0002414919933
800	0.0002414919933
801	0.0002414919933
802	0.0002414919933
803	0.0002414919933
804	0.0002414919933
805	0.0002415045847
806	0.0002415068944
807	0.0002414963643
808	0.0002414950232
809	0.0002415073415
810	0.0002414942781
811	0.0002414874981
812	0.0002414925893
813	0.0002414838721
814	0.000241488566
815	0.0002414886902
816	0.0002414924651
817	0.0002414857099
818	0.0002414792528
819	0.0002414792528
820	0.0002414792528
821	0.0002414881935
822	0.0002414892614
823	0.0002414885163
824	0.0002414758007
825	0.0002414798985
826	0.0002414798985
827	0.0002414868275
828	0.0002414796253
829	0.0002414815128
830	0.0002414820095
831	0.0002414786319
832	0.0002414829532
833	0.0002414706846
834	0.0002414771666
835	0.0002414705853
836	0.0002414780855
837	0.0002414757013
838	0.0002414777875
839	0.0002414678534
840	0.0002414732675
841	0.0002414732675
842	0.0002414706846
843	0.0002414706846
844	0.0002414706846
845	0.0002414706846
846	0.0002414706846
847	0.0002414706846
848	0.0002414706846
849	0.0002414762974
850	0.0002414762974
851	0.0002414660901
852	0.0002414660901
853	0.000241445303
854	0.0002414594342
855	0.0002414594342
856	0.0002414594342
857	0.0002414594342
858	0.000241461123
859	0.000241461123
860	0.0002414540946
861	0.0002414540946
862	0.0002414540946
863	0.0002414534986
864	0.0002414534986
865	0.0002414534986
866	0.0002414534986
867	0.0002414559325
868	0.0002414559325
869	0.0002414559325
870	0.0002414559325
871	0.0002414559325
872	0.0002414559325
873	0.0002414559325
874	0.0002414559325
875	0.0002414559325
876	0.0002414559325
877	0.0002414559325
878	0.0002414559325
879	0.0002414559325
880	0.0002414559325
881	0.0002414559325
882	0.0002414559325
883	0.0002414559325
884	0.0002414559325
885	0.0002414559325
886	0.0002414559325
887	0.0002414559325
888	0.0002414559325
889	0.0002414559325
890	0.0002414559325
891	0.0002414559325
892	0.0002414559325
893	0.0002414559325
894	0.0002414559325
895	0.0002414559325
896	0.0002414559325
897	0.0002414559325
898	0.0002414559325
899	0.0002414559325
900	0.0002414559325
901	0.0002414559325
902	0.0002414559325
903	0.0002414559325
904	0.0002414559325
905	0.0002414559325
906	0.0002414559325
907	0.0002414508909
908	0.0002414508909
909	0.0002414508909
910	0.0002414508909
911	0.0002414522072
912	0.0002414522072
913	0.0002414531757
914	0.0002414531757
915	0.0002414531757
916	0.0002414531757
917	0.0002414531757
918	0.0002414531757
919	0.0002414531757
920	0.0002414531757
921	0.0002414531757
922	0.0002414531757
923	0.0002414531757
924	0.0002414531757
925	0.0002414531757
926	0.0002414531757
927	0.0002414531757
928	0.0002414531757
929	0.0002414531757
930	0.0002414531757
931	0.0002414531757
932	0.0002414531757
933	0.0002414531757
934	0.0002414531757
935	0.0002414531757
936	0.0002414531757
937	0.0002414531757
938	0.0002414531757
939	0.0002414531757
940	0.0002414531757
941	0.0002414531757
942	0.0002414531757
943	0.0002414531757
944	0.0002414531757
945	0.0002414531757
946	0.0002414531757
947	0.0002414531757
948	0.0002414531757
949	0.0002414531757
950	0.0002414531757
951	0.0002414531757
952	0.0002414531757
953	0.0002414531757
954	0.0002414531757
955	0.0002414531757
956	0.0002414531757
957	0.0002414531757
958	0.0002414531757
959	0.0002414531757
960	0.0002414531757
961	0.0002414531757
962	0.0002414531757
963	0.0002414531757
964	0.0002414531757
965	0.0002414531757
966	0.0002414531757
967	0.0002414531757
968	0.0002414531757
969	0.0002414531757
970	0.0002414531757
971	0.0002414531757
972	0.0002414531757
973	0.0002414531757
974	0.0002414531757
975	0.0002414531757
976	0.0002414531757
977	0.0002414531757
978	0.0002414531757
979	0.0002414531757
980	0.0002414531757
981	0.0002414531757
982	0.0002414531757
983	0.0002414531757
984	0.0002414531757
985	0.0002414531757
986	0.0002414531757
987	0.0002414531757
988	0.0002414531757
989	0.0002414531757
990	0.0002414531757
991	0.0002414531757
992	0.0002414531757
993	0.0002414531757
994	0.0002414531757
995	0.0002414531757
996	0.0002414531757
997	0.0002414531757
998	0.0002414531757
999	0.0002414531757
